path,format,width,height,bytes,exif_ms,full_decode_ms,full_resize_hash_ms,full_decode_result,captured_at_source,fast_hash_ms,decode_source,fast_hash_result
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_18-47-57_602.jpeg,jpeg,2160,2880,3108092,0.09,48.09,23.19,ok,exif_original,0.94,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_18-47-59_057.jpeg,jpeg,2160,2880,3157180,0.07,48.87,23.40,ok,exif_original,0.99,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_18-48-00_713.jpeg,jpeg,2160,2880,3145118,0.15,48.83,23.60,ok,exif_original,1.09,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_18-48-02_053.jpeg,jpeg,2160,2880,3079045,0.07,47.98,23.43,ok,exif_original,0.98,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_18-48-02_904.jpeg,jpeg,2160,2880,3079585,0.07,47.83,23.61,ok,exif_original,0.98,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_18-48-05_079.jpeg,jpeg,2160,2880,2949540,0.07,46.83,23.37,ok,exif_original,1.07,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_18-48-09_950.jpeg,jpeg,2160,2880,3125207,0.07,48.63,23.51,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-08-49_760.jpeg,jpeg,3024,4032,2789607,0.09,53.51,76.06,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-08-50_993.jpeg,jpeg,3024,4032,2896039,0.07,54.61,75.48,ok,exif_original,0.98,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-08-54_347.jpeg,jpeg,3024,4032,2693493,0.07,52.56,75.25,ok,exif_original,0.93,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-08-55_025.jpeg,jpeg,3024,4032,2586952,0.07,51.36,75.50,ok,exif_original,0.95,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-08-56_261.jpeg,jpeg,3024,4032,2498416,0.07,51.00,74.82,ok,exif_original,1.06,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-08-57_442.jpeg,jpeg,3024,4032,2496448,0.07,50.22,76.02,ok,exif_original,0.95,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-08-58_325.jpeg,jpeg,3024,4032,2659952,0.08,52.09,75.35,ok,exif_original,0.99,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-08-59_823.jpeg,jpeg,3024,4032,2767969,0.07,53.57,76.17,ok,exif_original,0.98,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-01_717.jpeg,jpeg,3024,4032,2788844,0.07,53.63,75.65,ok,exif_original,1.06,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-04_036.jpeg,jpeg,3024,4032,2468397,0.14,52.61,74.48,ok,exif_original,1.18,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-06_867.jpeg,jpeg,3024,4032,2442155,0.07,50.47,75.36,ok,exif_original,0.93,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-07_851.jpeg,jpeg,3024,4032,2305413,0.14,50.72,76.19,ok,exif_original,1.09,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-11_051.jpeg,jpeg,3024,4032,2434853,0.08,50.08,75.63,ok,exif_original,0.94,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-11_604.jpeg,jpeg,3024,4032,2434060,0.07,49.78,74.21,ok,exif_original,0.91,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-12_734.jpeg,jpeg,3024,4032,2508405,0.08,50.47,75.22,ok,exif_original,0.99,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-15_064.jpeg,jpeg,3024,4032,2390331,0.07,50.05,75.38,ok,exif_original,0.94,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-16_286.jpeg,jpeg,3024,4032,2324905,0.07,49.15,75.44,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-17_102.jpeg,jpeg,3024,4032,2494175,0.07,50.60,74.76,ok,exif_original,0.92,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-20_649.jpeg,jpeg,3024,4032,2971410,0.07,55.84,75.25,ok,exif_original,1.00,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-21_169.jpeg,jpeg,3024,4032,3052176,0.07,58.02,75.43,ok,exif_original,1.08,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-22_247.jpeg,jpeg,3024,4032,2853450,0.08,55.30,76.05,ok,exif_original,1.05,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-23_580.jpeg,jpeg,3024,4032,2871954,0.07,54.64,76.25,ok,exif_original,0.96,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-25_540.jpeg,jpeg,3024,4032,2558487,0.15,51.69,76.18,ok,exif_original,1.11,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-26_062.jpeg,jpeg,3024,4032,2523905,0.07,51.35,74.13,ok,exif_original,0.99,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-27_067.jpeg,jpeg,3024,4032,2239083,0.07,49.62,74.99,ok,exif_original,0.92,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-28_497.jpeg,jpeg,3024,4032,2361741,0.12,51.40,74.57,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-30_208.jpeg,jpeg,3024,4032,2372633,0.08,48.63,75.94,ok,exif_original,0.92,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-09-32_031.jpeg,jpeg,3024,4032,2657117,0.19,51.65,76.52,ok,exif_original,1.07,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-11_567.jpeg,jpeg,3024,4032,2260539,0.07,49.12,77.53,ok,exif_original,0.99,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-12_493.jpeg,jpeg,3024,4032,2281864,0.07,49.65,75.99,ok,exif_original,1.11,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-13_735.jpeg,jpeg,3024,4032,2261272,0.07,49.37,77.18,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-14_992.jpeg,jpeg,3024,4032,2243330,0.07,49.17,76.12,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-15_757.jpeg,jpeg,3024,4032,2322141,0.07,50.12,76.11,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-16_532.jpeg,jpeg,3024,4032,2252298,0.07,49.48,76.13,ok,exif_original,1.17,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-17_227.jpeg,jpeg,3024,4032,2346547,0.07,49.89,75.02,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-18_281.jpeg,jpeg,3024,4032,2308039,0.07,49.72,76.15,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-19_317.jpeg,jpeg,3024,4032,2313725,0.08,50.05,75.02,ok,exif_original,1.05,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-20_188.jpeg,jpeg,3024,4032,2287496,0.08,49.06,75.73,ok,exif_original,1.28,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-21_038.jpeg,jpeg,3024,4032,2300639,0.08,49.90,76.75,ok,exif_original,0.99,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-21_815.jpeg,jpeg,3024,4032,2389469,0.07,50.36,75.37,ok,exif_original,1.08,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-23_225.jpeg,jpeg,3024,4032,2184339,0.07,49.50,74.47,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-24_071.jpeg,jpeg,3024,4032,2244417,0.07,50.43,74.47,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-24_771.jpeg,jpeg,3024,4032,2209332,0.07,49.99,74.60,ok,exif_original,1.04,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-25_644.jpeg,jpeg,3024,4032,2332776,0.08,49.80,75.04,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-27_174.jpeg,jpeg,3024,4032,2327887,0.07,50.12,74.58,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-28_111.jpeg,jpeg,3024,4032,2288599,0.07,49.38,75.06,ok,exif_original,1.10,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-28_846.jpeg,jpeg,3024,4032,2342548,0.08,50.40,76.18,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-29_590.jpeg,jpeg,3024,4032,2328283,0.07,49.86,75.83,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-33_580.jpeg,jpeg,4284,5712,5457474,0.08,112.38,171.59,ok,exif_original,1.15,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-34_025.jpeg,jpeg,4284,5712,5467680,0.08,112.82,171.62,ok,exif_original,1.06,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-34_594.jpeg,jpeg,4284,5712,5504635,0.14,112.81,171.74,ok,exif_original,1.19,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-35_105.jpeg,jpeg,4284,5712,5579613,0.10,114.61,171.59,ok,exif_original,1.11,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-35_650.jpeg,jpeg,4284,5712,5566201,0.07,114.04,171.76,ok,exif_original,1.04,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-16-36_195.jpeg,jpeg,4284,5712,5449705,0.08,114.51,172.43,ok,exif_original,1.06,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-20-25_016.jpeg,jpeg,4032,3024,2337121,0.09,54.29,58.72,ok,exif_original,1.11,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-20-35_026.jpeg,jpeg,4032,3024,2315788,0.08,53.47,58.04,ok,exif_original,1.06,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-20-36_292.jpeg,jpeg,4032,3024,2472377,0.07,54.76,58.60,ok,exif_original,1.04,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-22-33_092.jpeg,jpeg,4284,5712,4584481,0.07,103.06,171.59,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-22-42_213.jpeg,jpeg,3024,4032,2475134,0.22,51.69,74.15,ok,exif_original,1.05,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-22-44_359.jpeg,jpeg,3024,4032,2347663,0.08,51.02,76.31,ok,exif_original,1.04,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-22-51_746.jpeg,jpeg,3024,4032,3272630,0.08,57.94,75.12,ok,exif_original,1.08,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-22-52_969.jpeg,jpeg,3024,4032,2996854,0.07,55.28,76.19,ok,exif_original,0.99,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-22-58_184.jpeg,jpeg,3024,4032,2667404,0.15,54.49,74.85,ok,exif_original,1.09,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-00_327.jpeg,jpeg,3024,4032,2445749,0.07,52.37,75.79,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-04_944.jpeg,jpeg,3024,4032,2721072,0.07,54.98,76.01,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-08_128.jpeg,jpeg,3024,4032,2661272,0.14,54.54,75.26,ok,exif_original,1.06,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-09_928.jpeg,jpeg,3024,4032,2582608,0.07,53.54,74.66,ok,exif_original,0.98,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-12_552.jpeg,jpeg,3024,4032,2495405,0.08,50.56,75.87,ok,exif_original,0.96,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-14_024.jpeg,jpeg,3024,4032,2607757,0.07,51.82,75.29,ok,exif_original,0.95,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-15_286.jpeg,jpeg,3024,4032,2790948,0.14,54.34,74.77,ok,exif_original,1.39,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-16_353.jpeg,jpeg,3024,4032,2866436,0.07,54.26,75.92,ok,exif_original,0.96,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-32_878.jpeg,jpeg,3024,4032,3053442,0.14,56.36,75.75,ok,exif_original,1.13,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-34_642.jpeg,jpeg,3024,4032,2679591,0.08,54.73,75.37,ok,exif_original,1.05,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-39_966.jpeg,jpeg,3024,4032,2826720,0.17,56.30,76.34,ok,exif_original,1.12,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-42_641.jpeg,jpeg,3024,4032,2936870,0.07,56.86,75.28,ok,exif_original,1.10,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-45_669.jpeg,jpeg,3024,4032,2353245,0.07,50.90,75.71,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-48_344.jpeg,jpeg,3024,4032,2576860,0.10,54.32,75.63,ok,exif_original,1.09,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-56_985.jpeg,jpeg,3024,4032,2775061,0.08,55.75,74.73,ok,exif_original,1.05,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-58_338.jpeg,jpeg,3024,4032,2292368,0.07,50.82,75.54,ok,exif_original,1.04,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-23-59_149.jpeg,jpeg,3024,4032,2446908,0.07,52.19,74.03,ok,exif_original,1.08,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-24-01_050.jpeg,jpeg,3024,4032,2399683,0.10,51.88,74.91,ok,exif_original,1.19,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-38_880.jpeg,jpeg,4284,5712,3653568,0.07,91.32,171.30,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-40_102.jpeg,jpeg,4284,5712,3647901,0.16,91.99,171.98,ok,exif_original,1.09,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-41_414.jpeg,jpeg,4284,5712,3705333,0.08,91.78,171.45,ok,exif_original,1.14,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-44_063.jpeg,jpeg,4284,5712,3837652,0.07,92.62,171.26,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-46_293.jpeg,jpeg,4284,5712,4161690,0.08,96.62,171.42,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-48_165.jpeg,jpeg,4284,5712,3747412,0.08,93.45,171.29,ok,exif_original,1.05,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-49_603.jpeg,jpeg,4284,5712,3911050,0.08,94.21,170.78,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-50_766.jpeg,jpeg,4284,5712,4097062,0.07,96.42,172.13,ok,exif_original,0.97,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-51_805.jpeg,jpeg,4284,5712,4058261,0.14,95.69,171.74,ok,exif_original,1.13,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-53_649.jpeg,jpeg,4284,5712,3967060,0.08,94.78,170.74,ok,exif_original,0.99,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-54_471.jpeg,jpeg,4284,5712,3982559,0.08,94.35,171.34,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-55_841.jpeg,jpeg,4284,5712,3959934,0.07,93.83,170.84,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-56_560.jpeg,jpeg,4284,5712,3834028,0.09,93.14,171.82,ok,exif_original,1.01,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-28-57_622.jpeg,jpeg,4284,5712,3979452,0.08,93.85,171.06,ok,exif_original,0.97,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_19-29-00_166.jpeg,jpeg,4284,5712,3794605,0.07,91.80,172.15,ok,exif_original,1.08,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-02-57_969.jpeg,jpeg,4284,5712,7398767,0.17,130.88,171.44,ok,exif_original,1.15,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-03_350.jpeg,jpeg,3024,4032,2316435,0.11,48.44,75.98,ok,exif_original,1.07,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-04_387.jpeg,jpeg,3024,4032,2255842,0.07,47.35,75.42,ok,exif_original,1.08,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-05_660.jpeg,jpeg,3024,4032,2203715,0.07,46.43,74.49,ok,exif_original,1.04,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-07_047.jpeg,jpeg,3024,4032,2502918,0.10,50.01,75.70,ok,exif_original,1.04,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-09_795.jpeg,jpeg,3024,4032,2372428,0.07,47.27,75.54,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-10_993.jpeg,jpeg,3024,4032,2183771,0.07,45.91,76.03,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-12_061.jpeg,jpeg,3024,4032,2243184,0.07,46.41,75.31,ok,exif_original,1.00,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-12_953.jpeg,jpeg,3024,4032,2205839,0.08,46.35,76.09,ok,exif_original,1.06,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-14_753.jpeg,jpeg,3024,4032,2388913,0.08,47.90,76.40,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-15_924.jpeg,jpeg,3024,4032,2336785,0.07,47.33,76.30,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-17_060.jpeg,jpeg,3024,4032,2076194,0.07,44.63,75.42,ok,exif_original,1.18,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-17_710.jpeg,jpeg,3024,4032,2371579,0.07,47.88,74.25,ok,exif_original,1.14,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-18_492.jpeg,jpeg,3024,4032,2247502,0.08,46.60,76.02,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-19_217.jpeg,jpeg,3024,4032,2348859,0.13,47.36,76.09,ok,exif_original,1.10,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-19_852.jpeg,jpeg,3024,4032,2318978,0.07,47.56,76.09,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-20_573.jpeg,jpeg,3024,4032,2398860,0.13,47.25,75.82,ok,exif_original,1.13,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-21_045.jpeg,jpeg,3024,4032,2355435,0.07,47.86,76.54,ok,exif_original,1.02,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-21_638.jpeg,jpeg,3024,4032,2332864,0.07,47.32,74.89,ok,exif_original,1.05,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-03-22_362.jpeg,jpeg,3024,4032,2346837,0.07,47.59,76.18,ok,exif_original,1.03,exif_thumbnail,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-04-35_499.jpeg,jpeg,2160,3840,1075292,0.07,31.78,36.35,ok,exif_original,22.56,jpeg_scaled,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-04-36_294.jpeg,jpeg,2160,3840,1065987,0.09,31.93,35.66,ok,exif_original,22.20,jpeg_scaled,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-04-37_108.jpeg,jpeg,2160,3840,1074046,0.10,31.99,36.63,ok,exif_original,22.40,jpeg_scaled,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-04-38_402.jpeg,jpeg,2160,3840,1107270,0.10,32.23,36.46,ok,exif_original,22.74,jpeg_scaled,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-04-39_850.jpeg,jpeg,2160,3840,1120633,0.08,32.71,36.42,ok,exif_original,23.11,jpeg_scaled,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-04-40_922.jpeg,jpeg,2160,3840,1085413,0.08,32.15,35.79,ok,exif_original,23.09,jpeg_scaled,ok
C:\Users\miyaj\Pictures\20260630_新宿エール\2026-06-30_20-04-42_310.jpeg,jpeg,2160,3840,1079640,0.08,32.05,36.06,ok,exif_original,22.63,jpeg_scaled,ok
